# Data voor oefententamen DataPy
# Slagman: Babe Ruth, geboren 6 februari 1895
# Jaar waarin slagen geproduceerd 	1918
# Aantal slagen				100
#  vx is snelheid in x-richting in m/s
#  vy is snelheid in y-richting in m/s
#  vz is snelheid in z-richting in m/s
#    vx	              vy              vz
18.0717 	 11.7862 	 19.4598 
 3.3439 	 21.0049 	 19.9877 
21.6573 	  1.7774 	 17.9273 
 3.5630 	 21.4091 	 19.5267 
20.1137 	  6.3394 	 17.2893 
10.6028 	 18.8172 	 19.3770
 4.6696 	 20.5850 	 21.5166 
20.4637 	  6.4641 	 20.5981 
 6.3003 	 20.5114 	 20.5450 
20.9889 	  4.7726 	 20.4465 
 5.3882 	 20.6331 	 23.3537 
12.5132 	 18.0459 	 18.5447 
 2.2946 	 21.3542 	 17.4869 
 9.0685 	 19.8312 	 22.5642 
21.1990 	  2.2804 	 18.6782 
19.1092 	  9.2238 	 22.7463 
 7.3922 	 19.8686 	 18.4136 
17.6501 	 12.4657 	 22.3648 
 2.4205 	 21.5474 	 16.1084 
17.4612 	 13.0943 	 21.7259 
16.6451 	 13.1106 	 18.6719 
16.1523 	 13.9084 	 20.3146 
 0.2871 	 21.3495 	 22.3794 
20.5549 	  6.8168 	 18.8565 
12.7232 	 17.2378 	 17.5443 
19.0320 	 10.5120 	 18.0527 
 0.3762 	 21.2326 	 20.8685 
21.5494 	  1.4623 	 19.4837 
21.0388 	  2.4646 	 21.3954 
15.7906 	 14.7726 	 18.1347 
18.4871 	 10.1190 	 17.4901 
 3.4889 	 21.3073 	 17.2409 
17.6304 	 12.2917 	 20.5201 
20.6847 	  5.3507 	 19.6259 
10.9843 	 18.9260 	 19.3442 
 0.3382 	 21.1136 	 19.4242 
17.3862 	 12.9189 	 22.7609 
20.9492 	  2.6296 	 17.8382 
18.0095 	 12.1353 	 20.3209 
19.8267 	  7.7539 	 17.2273 
21.3590 	  1.2317 	 21.0232 
20.8726 	  6.4390 	 18.1081 
16.4623 	 13.4784 	 21.3258 
21.8606 	  1.1697 	 16.4408 
17.4005 	 12.3901 	 21.0682 
 6.7783 	 20.0654 	 20.6733 
21.9094 	  0.6178 	 18.5140 
19.6826 	  8.3884 	 20.8052 
21.6046 	  2.9548 	 18.3614 
21.6934 	  0.2708 	 20.6088 
 4.1463 	 20.6110 	 20.3833 
11.8172 	 17.6733 	 22.3066 
19.0956 	  9.1491 	 22.8419 
12.1191 	 17.6924 	 21.0356 
19.6033 	  7.9182 	 17.1591 
21.0604 	  3.5713 	 22.2386 
21.5296 	  1.9862 	 20.6219 
17.0225 	 13.5099 	 22.8614 
 0.4369 	 21.7254 	 18.1556 
18.0820 	 11.2838 	 22.6344 
20.0261 	  7.4795 	 17.7699 
19.1670 	 10.3159 	 18.0984 
20.0268 	  8.1284 	 25.1722 
 2.8327 	 21.1645 	 15.0628 
 3.1798 	 21.1943 	 17.3255 
 6.1017 	 20.9247 	 23.3941 
19.4772 	  8.7376 	 20.1073 
 8.8297 	 19.8792 	 21.1695 
 0.9509 	 21.4604 	 21.5398 
12.7457 	 17.4939 	 18.1752 
13.6965 	 16.7099 	 21.0350 
11.4537 	 18.3364 	 19.5027 
20.7717 	  4.9636 	 19.9707 
 1.6130 	 21.0764 	 20.1059 
18.2463 	 11.2459 	 19.0316 
21.1280 	  1.2213 	 19.0937 
17.1719 	 12.5701 	 18.8214 
 2.9726 	 21.4795 	 22.0320 
15.2335 	 14.9850 	 20.6275 
12.7599 	 16.8591 	 22.4846 
 3.3654 	 21.5545 	 18.7323 
17.5339 	 13.0404 	 19.0635 
21.6021 	  1.5352 	 19.1079 
 8.8537 	 19.6478 	 22.5202 
20.3414 	  5.6684 	 19.7093 
19.6183 	  9.8578 	 17.8049 
13.7795 	 16.3225 	 23.5280 
 6.6453 	 20.8225 	 20.5723 
 2.0785 	 21.4586 	 17.5886 
 2.2421 	 20.8943 	 19.0487 
13.3250 	 16.8214 	 19.0032 
17.4050 	 12.7104 	 19.1309 
21.1557 	  0.9844 	 18.5938 
19.4021 	  8.2107 	 20.8272 
 5.4239 	 21.1925 	 23.0172 
 6.4718 	 20.2845 	 20.7565 
20.7633 	  4.8567 	 19.0744 
 7.7529 	 20.2588 	 20.0485 
 7.5021 	 20.2599 	 21.5064 
 3.9067 	 20.9147 	 18.0215 
